,x
820,0.36503856
821,0.350471294
822,0.258783205
823,0.238217652
824,0.205655527
825,0.189374464
826,0.195372751
827,0.172236504
828,0.159383033
829,0.164524422
830,0.143958869
831,0.127677806
832,0.125107112
833,0.10454156
834,0.093401885
835,0.101970865
836,0.079691517
837,0.081405313
838,0.090831191
839,0.077977721
840,0.070265638
841,0.087403599
842,0.063410454
843,0.063410454
844,0.06940874
845,0.057412168
846,0.05227078
847,0.054841474
848,0.04798629
849,0.039417309
850,0.058269066
851,0.039417309
852,0.026563839
853,0.042844901
854,0.028277635
855,0.020565553
856,0.035132819
857,0.023993145
858,-0.003427592
859,0.024850043
860,0.016281063
861,0.011996572
862,0.017994859
863,0.013710368
864,0
865,0.010282776
866,0.003427592
867,-0.010282776
868,0.007712082
869,0.000856898
870,-0.020565553
871,-0.000856898
872,-0.011996572
873,-0.033419023
874,-0.017994859
875,-0.022279349
876,-0.046272494
877,-0.031705227
878,-0.034275921
879,-0.050556984
880,-0.025706941
881,-0.035989717
882,-0.045415596
883,-0.023993145
884,-0.023993145
885,-0.023136247
886,-0.016281063
887,-0.033419023
888,-0.026563839
889,0.00856898
890,0.030848329
891,0.027420737
892,0.061696658
893,0.086546701
894,-0.029134533
895,-0.048843188
896,-0.05227078
897,-0.070265638
898,-0.059125964
899,-0.05227078
900,-0.082262211
901,-0.057412168
902,-0.053984576
903,-0.06940874
904,-0.061696658
905,-0.05227078
906,-0.06940874
907,-0.162810626
908,-0.172236504
909,0.154241645
910,0.793487575
911,1.107969152
912,0.571550985
913,0.311053985
914,0.123393316
915,-0.005998286
916,-0.084832905
917,-0.123393316
918,-0.152527849
919,-0.149100257
920,-0.143101971
921,-0.162810626
922,-0.159383033
923,-0.144815767
924,-0.170522708
925,-0.143101971
926,-0.141388175
927,-0.154241645
928,-0.142245073
929,-0.124250214
930,-0.138817481
931,-0.12596401
932,-0.107112254
933,-0.125107112
934,-0.11739503
935,-0.094258783
936,-0.115681234
937,-0.103684662
938,-0.095115681
939,-0.114824336
940,-0.110539846
941,-0.088260497
942,-0.110539846
943,-0.096829477
944,-0.067694944
945,-0.076263925
946,-0.053984576
947,-0.015424165
948,-0.021422451
949,-0.007712082
950,0.030848329
951,0.016281063
952,0.020565553
953,0.046272494
954,0.039417309
955,0.032562125
956,0.049700086
957,0.041131105
958,0.029134533
959,0.079691517
960,0.059982862
961,0.037703513
962,0.059982862
963,0.055698372
964,0.071122536
965,0.105398458
966,0.101970865
967,0.122536418
968,0.091688089
969,0.010282776
970,0.001713796
971,0.020565553
972,-0.013710368
973,-0.018851757
974,-0.001713796
975,-0.014567266
976,-0.022279349
977,-0.006855184
978,-0.018851757
979,-0.026563839
980,-0.005998286
981,-0.019708655
982,-0.027420737
983,0.000856898
984,-0.022279349
985,-0.027420737
986,-0.003427592
987,-0.011996572
988,-0.015424165
989,0.000856898
990,-0.015424165
991,-0.032562125
992,-0.01285347
993,-0.017994859
994,-0.023136247
995,0.014567266
996,0.005998286
997,-0.034275921
998,-0.021422451
999,-0.029991431
1000,-0.045415596
1001,-0.029991431
1002,-0.027420737
1003,-0.050556984
1004,-0.028277635
1005,-0.034275921
1006,-0.04798629
1007,-0.031705227
1008,-0.035132819
1009,-0.050556984
1010,-0.027420737
1011,-0.040274207
1012,-0.066838046
1013,-0.048843188
1014,-0.05227078
1015,-0.055698372
1016,-0.037703513
1017,-0.041988003
1018,-0.053127678
1019,-0.04798629
1020,-0.042844901
1021,-0.055698372
1022,-0.041988003
1023,-0.042844901
1024,-0.059982862
1025,-0.049700086
1026,-0.046272494
1027,-0.058269066
1028,-0.040274207
1029,-0.025706941
1030,-0.039417309
1031,-0.005141388
1032,-0.023993145
1033,-0.039417309
1034,-0.005141388
1035,0.007712082
1036,0.00428449
1037,0.034275921
1038,0.005141388
1039,-0.129391602
1040,0.036846615
1041,0.57840617
1042,1.094258783
1043,0.659811482
1044,0.36075407
1045,0.11311054
1046,0.011139674
1047,-0.096829477
1048,-0.16966581
1049,-0.185089974
1050,-0.185089974
1051,-0.197943445
1052,-0.197943445
1053,-0.197086547
1054,-0.216795201
1055,-0.205655527
1056,-0.197086547
1057,-0.200514139
1058,-0.187660668
1059,-0.179948586
1060,-0.192802057
1061,-0.179091688
1062,-0.156812339
1063,-0.170522708
1064,-0.159383033
1065,-0.144815767
1066,-0.148243359
1067,-0.152527849
1068,-0.131105398
1069,-0.144815767
1070,-0.142245073
1071,-0.136246787
1072,-0.141388175
1073,-0.134532991
1074,-0.109682948
1075,-0.115681234
1076,-0.092544987
1077,-0.065981148
1078,-0.06512425
1079,-0.039417309
1080,-0.010282776
1081,-0.00856898
1082,-0.013710368
1083,0.009425878
1084,-0.001713796
1085,0.000856898
1086,0.018851757
1087,0.002570694
1088,-0.000856898
1089,-0.001713796
1090,-0.006855184
1091,-0.017994859
1092,0.001713796
1093,-0.007712082
1094,-0.011996572
1095,0.005998286
1096,0
1097,-0.01285347
1098,0.00856898
1099,-0.002570694
1100,-0.002570694
1101,0.011996572
1102,0.016281063
1103,0.010282776
1104,0.017137961
1105,0.042844901
1106,0.01285347
1107,0.025706941
1108,0.048843188
1109,0.048843188
1110,0.088260497
1111,0.097686375
1112,0.11739503
1113,0.1302485
1114,0.036846615
1115,0.014567266
1116,0.032562125
1117,0.020565553
1118,0.00856898
1119,0.026563839
1120,0.018851757
1121,0.00428449
1122,0.026563839
1123,0.022279349
1124,0.002570694
1125,0.022279349
1126,0.028277635
1127,0.006855184
1128,0.025706941
1129,0.032562125
1130,0.010282776
1131,0.035132819
1132,0.034275921
1133,0.022279349
1134,0.041131105
1135,0.044558698
1136,0.027420737
1137,0.048843188
1138,0.047129392
1139,0.032562125
1140,0.055698372
1141,0.05655527
1142,0.041131105
1143,0.059125964
1144,0.068551842
1145,0.047129392
1146,0.065981148
1147,0.083119109
1148,0.059982862
1149,0.079691517
1150,0.081405313
1151,0.062553556
1152,0.073693231
1153,0.083976007
1154,0.068551842
1155,0.084832905
1156,0.090831191
1157,0.077977721
1158,0.086546701
1159,0.101113967
1160,0.083119109
1161,0.096829477
1162,0.109682948
1163,0.083119109
1164,0.084832905
1165,0.102827763
1166,0.086546701
1167,0.095115681
1168,0.103684662
1169,0.072836332
1170,-0.00856898
1171,-0.035132819
1172,0.329048843
1173,0.954584404
1174,1.233933162
1175,0.747215081
1176,0.485861183
1177,0.278491859
1178,0.156812339
1179,0.101113967
1180,0.068551842
1181,0.046272494
1182,0.053984576
1183,0.082262211
1184,0.011996572
1185,-0.057412168
1186,-0.041988003
1187,-0.068551842
1188,-0.071122536
1189,-0.051413882
1190,-0.068551842
1191,-0.06512425
1192,-0.04798629
1193,-0.061696658
1194,-0.05227078
1195,-0.025706941
1196,-0.045415596
1197,-0.041988003
1198,-0.026563839
1199,-0.04798629
1200,-0.049700086
1201,-0.028277635
1202,-0.04798629
1203,-0.048843188
1204,-0.035132819
1205,-0.043701799
1206,-0.032562125
1207,-0.00856898
1208,-0.005141388
1209,0.023136247
1210,0.059125964
1211,0.065981148
1212,0.074550129
1213,0.099400171
1214,0.092544987
1215,0.092544987
1216,0.115681234
1217,0.090831191
1218,0.068551842
1219,0.090831191
1220,0.068551842
1221,0.058269066
1222,0.062553556
1223,0.042844901
1224,0.036846615
1225,0.05655527
1226,0.050556984
1227,0.040274207
1228,0.058269066
1229,0.044558698
1230,0.041988003
1231,0.059982862
1232,0.054841474
1233,0.043701799
1234,0.065981148
1235,0.053984576
1236,0.038560411
1237,0.06512425
1238,0.048843188
1239,0.050556984
1240,0.066838046
1241,0.061696658
1242,0.048843188
1243,0.065981148
1244,0.058269066
1245,0.047129392
1246,0.064267352
1247,0.065981148
1248,0.044558698
1249,0.079691517
1250,0.086546701
1251,0.05227078
1252,0.077120823
1253,0.095972579
1254,0.099400171
1255,0.127677806
1256,0.138817481
1257,0.159383033
1258,0.124250214
1259,0.050556984
1260,0.041131105
1261,0.043701799
1262,0.044558698
1263,0.036846615
1264,0.045415596
1265,0.053127678
1266,0.035132819
1267,0.053984576
1268,0.058269066
1269,0.042844901
1270,0.065981148
1271,0.062553556
1272,0.05227078
1273,0.072836332
1274,0.075407027
1275,0.071979434
1276,0.076263925
1277,0.083976007
1278,0.067694944
1279,0.080548415
1280,0.094258783
1281,0.077120823
1282,0.089974293
1283,0.097686375
1284,0.087403599
1285,0.086546701
1286,0.109682948
1287,0.095972579
1288,0.105398458
1289,0.122536418
1290,0.103684662
1291,0.107969152
1292,0.114824336
1293,0.105398458
1294,0.120822622
1295,0.131962296
1296,0.112253642
1297,0.124250214
1298,0.134532991
1299,0.111396744
1300,0.127677806
1301,0.071122536
1302,-0.028277635
1303,0.272493573
1304,0.857754927
1305,1.277634961
1306,0.784918595
1307,0.53041988
1308,0.29991431
1309,0.184233076
1310,0.091688089
1311,0.017994859
1312,0.001713796
1313,0.006855184
1314,-0.013710368
1315,-0.01285347
1316,0.00856898
1317,-0.003427592
1318,-0.005998286
1319,0.01285347
1320,0.01285347
1321,0.031705227
1322,0.021422451
1323,0.029991431
1324,0.04798629
1325,0.088260497
1326,0.089117395
1327,0.106255356
1328,0.151670951
1329,0.073693231
1330,0.021422451
1331,0.031705227
1332,0.018851757
1333,0.01285347
1334,0.021422451
1335,0.010282776
1336,0.011139674
1337,0.044558698
1338,0.04798629
1339,0.055698372
1340,0.092544987
1341,0.095115681
1342,0.102827763
1343,0.143101971
1344,0.139674379
1345,0.137960583
1346,0.154241645
1347,0.149957155
1348,0.133676093
1349,0.148243359
1350,0.139674379
1351,0.124250214
1352,0.141388175
1353,0.144815767
1354,0.125107112
1355,0.146529563
1356,0.137103685
1357,0.122536418
1358,0.140531277
1359,0.139674379
1360,0.120822622
1361,0.139674379
1362,0.134532991
1363,0.119108826
1364,0.143101971
1365,0.148243359
1366,0.129391602
1367,0.143101971
1368,0.140531277
1369,0.1302485
1370,0.144815767
1371,0.142245073
1372,0.123393316
1373,0.131962296
1374,0.133676093
1375,0.119108826
1376,0.138817481
1377,0.144815767
1378,0.12167952
1379,0.133676093
1380,0.135389889
1381,0.110539846
1382,0.1302485
1383,0.140531277
1384,0.111396744
1385,0.122536418
1386,0.129391602
1387,0.114824336
1388,0.122536418
1389,0.131105398
1390,0.10454156
1391,0.123393316
1392,0.119108826
1393,0.10454156
1394,0.139674379
1395,0.129391602
1396,0.111396744
1397,0.136246787
1398,0.161953728
1399,0.157669237
1400,0.185089974
1401,0.220222793
1402,0.166238218
1403,0.095972579
1404,0.095972579
1405,0.071122536
1406,0.071979434
1407,0.080548415
1408,0.058269066
1409,0.062553556
1410,0.076263925
1411,0.059125964
1412,0.068551842
1413,0.078834619
1414,0.05655527
1415,0.067694944
1416,0.075407027
1417,0.055698372
1418,0.061696658
1419,0.072836332
1420,0.049700086
1421,0.053127678
1422,0.066838046
1423,0.049700086
1424,0.053984576
1425,0.068551842
1426,0.050556984
1427,0.059125964
1428,0.070265638
1429,0.053984576
1430,0.059982862
1431,0.019708655
1432,-0.089974293
1433,0.149957155
1434,0.687232219
1435,1.18680377
1436,0.764353042
1437,0.502999143
1438,0.263067695
1439,0.146529563
1440,0.05655527
1441,-0.020565553
1442,-0.029134533
1443,-0.027420737
1444,-0.048843188
1445,-0.054841474
1446,-0.035132819
1447,-0.057412168
1448,-0.05655527
1449,-0.041131105
1450,-0.053127678
1451,-0.05227078
1452,-0.035132819
1453,-0.047129392
1454,-0.037703513
1455,-0.017994859
1456,-0.025706941
1457,-0.025706941
1458,0.001713796
1459,-0.002570694
1460,-0.007712082
1461,0.006855184
1462,-0.00428449
1463,-0.010282776
1464,0.00428449
1465,0
1466,-0.003427592
1467,0.041131105
1468,0.043701799
1469,0.031705227
1470,0.071979434
1471,0.088260497
1472,0.120822622
1473,0.158526135
1474,0.174807198
1475,0.198800343
1476,0.179091688
1477,0.116538132
1478,0.103684662
1479,0.115681234
1480,0.103684662
1481,0.088260497
1482,0.102827763
1483,0.097686375
1484,0.089974293
1485,0.106255356
1486,0.100257069
1487,0.089117395
1488,0.109682948
1489,0.101113967
1490,0.084832905
1491,0.107969152
1492,0.103684662
1493,0.084832905
1494,0.098543273
1495,0.100257069
1496,0.092544987
1497,0.114824336
1498,0.109682948
1499,0.094258783
1500,0.119108826
1501,0.12167952
1502,0.106255356
1503,0.120822622
1504,0.123393316
1505,0.119108826
1506,0.134532991
1507,0.132819195
1508,0.12167952
1509,0.145672665
1510,0.143958869
1511,0.133676093
1512,0.152527849
1513,0.156812339
1514,0.143101971
1515,0.161096829
1516,0.160239931
1517,0.145672665
1518,0.161953728
1519,0.164524422
1520,0.155955441
1521,0.170522708
1522,0.17823479
1523,0.163667524
1524,0.173093402
1525,0.172236504
1526,0.155955441
1527,0.177377892
1528,0.177377892
1529,0.162810626
1530,0.16966581
1531,0.180805484
1532,0.166238218
1533,0.177377892
1534,0.181662382
1535,0.171379606
1536,0.181662382
1537,0.18251928
1538,0.190231362
1539,0.206512425
1540,0.197943445
1541,0.203084833
1542,0.231362468
1543,0.256212511
1544,0.250214225
1545,0.269922879
1546,0.30848329
1547,0.221079692
1548,0.172236504
1549,0.177377892
1550,0.157669237
1551,0.159383033
1552,0.166238218
1553,0.156812339
1554,0.161096829
1555,0.168808912
1556,0.159383033
1557,0.167095116
1558,0.173093402
1559,0.161953728
1560,0.164524422
1561,0.160239931
1562,0.023136247
1563,0.073693231
1564,0.529562982
1565,1.155955441
1566,1.209083119
1567,0.775492716
1568,0.486718081
1569,0.297343616
1570,0.191945159
1571,0.10882605
1572,0.062553556
1573,0.066838046
1574,0.049700086
1575,0.048843188
1576,0.050556984
1577,0.041988003
1578,0.035132819
1579,0.050556984
1580,0.041988003
1581,0.033419023
1582,0.055698372
1583,0.04798629
1584,0.046272494
1585,0.065981148
1586,0.061696658
1587,0.061696658
1588,0.081405313
1589,0.070265638
1590,0.071122536
1591,0.081405313
1592,0.075407027
1593,0.061696658
1594,0.062553556
